epoch,lr,train_loss_step_mean,loss_reg,loss_kl_raw,loss_kl,kl_weight,lambda_u,delta_par_sq_mean,delta_perp_sq_mean,alpha_mean,wBw_mean,var_logits_mean,var_logits_max,correction_abs_mean,val_loss,val_acc,val_nlpd,val_ece,val_aece,val_raw_cov_99,val_sel_acc_99,val_reliable_99,val_cov_99,val_class_cov_99,val_raw_cov_95,val_sel_acc_95,val_reliable_95,val_cov_95,val_class_cov_95,val_raw_cov_90,val_sel_acc_90,val_reliable_90,val_cov_90,val_class_cov_90,val_raw_cov_85,val_sel_acc_85,val_reliable_85,val_cov_85,val_class_cov_85,val_raw_cov_80,val_sel_acc_80,val_reliable_80,val_cov_80,val_class_cov_80
1,0.09999725846827562,1.229277491569519,0.0,84714.7109375,0.0,0.0,1.9287498933537385e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3268967878202995,0.6491042971611023,1.324674367904663,0.1005781888961792,0.10057818845652428,0.19283455610275269,0.9836065769195557,0.0,0.0,0.0,0.33403581380844116,0.9511041045188904,1.0,0.33403581380844116,0.7623762376237624,0.4125395119190216,0.9335887432098389,1.0,0.4125395119190216,0.8712871287128713,0.47787144780158997,0.8996692299842834,1.0,0.47787144780158997,0.9405940594059405,0.5147523880004883,0.8771750330924988,1.0,0.5147523880004883,0.9603960396039604
2,0.09998903417374229,1.1787161827087402,5.461409273266327e-06,84726.1171875,5.461409273266327e-06,6.445957095709571e-11,1.9287498933537385e-22,2.1982603237713505e-11,4.3620584619930014e-05,0.0,0.0,0.0,0.0,0.0,1.3029318617066041,0.6533192992210388,1.3007580041885376,0.09724091738462448,0.09613696461419786,0.1944151669740677,0.9837398529052734,0.0,0.0,0.0,0.3345626890659332,0.9527559280395508,1.0,0.3345626890659332,0.7821782178217822,0.4141201376914978,0.9338422417640686,1.0,0.4141201376914978,0.8811881188118812,0.47787144780158997,0.901874303817749,1.0,0.47787144780158997,0.9405940594059405,0.5136986374855042,0.8789743781089783,1.0,0.5136986374855042,0.9603960396039604
3,0.0999753280182866,1.1069215536117554,1.0933058547379915e-05,84805.546875,1.0933058547379915e-05,1.2891914191419143e-10,1.9287498933537385e-22,1.3053103042892644e-10,0.00035728103830479085,0.0,0.0,0.0,0.0,0.0,1.2749670875838734,0.6570073962211609,1.2728679180145264,0.09158923476934433,0.0910415645174533,0.19336143136024475,0.9836512207984924,0.0,0.0,0.0,0.3335089683532715,0.958925724029541,1.0,0.3335089683532715,0.7722772277227723,0.4093782901763916,0.9407979249954224,1.0,0.4093782901763916,0.8514851485148515,0.4694415032863617,0.9090909361839294,1.0,0.4694415032863617,0.9306930693069307,0.51264488697052,0.8818088173866272,1.0,0.51264488697052,0.9603960396039604
4,0.09995614150494293,1.0099166631698608,1.644528856559191e-05,85041.875,1.644528856559191e-05,1.9337871287128714e-10,1.9287498933537385e-22,1.358801959838729e-09,0.001291491906158626,0.0,0.0,0.0,0.0,0.0,1.2444978923516228,0.667017936706543,1.2421889305114746,0.08105306327342987,0.0810530893700894,0.19388830661773682,0.9836956262588501,0.0,0.0,0.0,0.33403581380844116,0.9621450901031494,1.0,0.33403581380844116,0.7524752475247525,0.41201263666152954,0.9411764740943909,1.0,0.41201263666152954,0.8712871287128713,0.4615384638309479,0.9189497828483582,1.0,0.4615384638309479,0.9405940594059405,0.5068492889404297,0.897089421749115,1.0,0.5068492889404297,0.9405940594059405
5,0.0999314767377287,0.8985623121261597,2.205298915214371e-05,85530.3125,2.205298915214371e-05,2.5783828382838285e-10,1.9287498933537385e-22,9.08826081058578e-09,0.0032227891497313976,0.0,0.0,0.0,0.0,0.0,1.2211966419119478,0.673340380191803,1.2189977169036865,0.07455477863550186,0.0736043263222822,0.1944151669740677,0.9837398529052734,0.0,0.0,0.0,0.33561643958091736,0.9607535600662231,1.0,0.33561643958091736,0.7425742574257426,0.40832453966140747,0.9470967650413513,1.0,0.40832453966140747,0.8613861386138614,0.4610115885734558,0.9222857356071472,1.0,0.4610115885734558,0.9207920792079208,0.5047418475151062,0.9039666056632996,1.0,0.5047418475151062,0.9405940594059405
6,0.09990133642141359,0.789698600769043,2.7829388272948563e-05,86346.796875,2.7829388272948563e-05,3.2229785478547854e-10,1.9287498933537385e-22,3.9025813691750955e-08,0.006452422123402357,0.0,0.0,0.0,0.0,0.0,1.2011460819535813,0.6759747266769409,1.1989208459854126,0.07085856795310974,0.07085857629085116,0.19336143136024475,0.9836512207984924,0.0,0.0,0.0,0.3366701900959015,0.9593114256858826,1.0,0.3366701900959015,0.7326732673267327,0.40832453966140747,0.9509677290916443,1.0,0.40832453966140747,0.8811881188118812,0.4610115885734558,0.9314285516738892,1.0,0.4610115885734558,0.9405940594059405,0.5084299445152283,0.9077720046043396,1.0,0.5084299445152283,0.9603960396039604
7,0.0998657238612229,0.6891271471977234,3.385775562492199e-05,87542.609375,3.385775562492199e-05,3.867574257425743e-10,1.9287498933537385e-22,1.2393533665999712e-07,0.011182614602148533,0.0,0.0,0.0,0.0,0.0,1.1928365403909955,0.6754478216171265,1.190657377243042,0.07115438580513,0.0711544380769589,0.19178082048892975,0.9862637519836426,0.0,0.0,0.0,0.3398314118385315,0.9565891623497009,1.0,0.3398314118385315,0.7326732673267327,0.40885141491889954,0.9548969268798828,1.0,0.40885141491889954,0.8712871287128713,0.4641728103160858,0.9330306649208069,1.0,0.4641728103160858,0.9306930693069307,0.508956789970398,0.9140786528587341,1.0,0.508956789970398,0.9603960396039604
8,0.09982464296247523,0.582909882068634,4.022056600661017e-05,89137.96875,4.022056600661017e-05,4.5121699669967e-10,1.9287498933537385e-22,3.1738511552248383e-07,0.017491238191723824,0.0,0.0,0.0,0.0,0.0,1.189966969168475,0.6738672256469727,1.1877477169036865,0.07363715767860413,0.07363715953143556,0.18703898787498474,0.98591548204422,0.0,0.0,0.0,0.34404635429382324,0.9555895924568176,1.0,0.34404635429382324,0.7227722772277227,0.41359326243400574,0.95286625623703,1.0,0.41359326243400574,0.8811881188118812,0.45837724208831787,0.9413793087005615,1.0,0.45837724208831787,0.900990099009901,0.5131717324256897,0.9158110618591309,1.0,0.5131717324256897,0.9702970297029703
9,0.099778098230154,0.49669545888900757,4.699161581811495e-05,91126.140625,4.699161581811495e-05,5.156765676567657e-10,1.9287498933537385e-22,6.997674404374266e-07,0.025353271514177322,0.0,0.0,0.0,0.0,0.0,1.1914265515053108,0.6717597246170044,1.1893259286880493,0.07571657747030258,0.0757165767401614,0.18545837700366974,0.9886363744735718,0.0,0.0,0.0,0.3382507860660553,0.9610592126846313,1.0,0.3382507860660553,0.7029702970297029,0.4109589159488678,0.9512820243835449,1.0,0.4109589159488678,0.8712871287128713,0.4615384638309479,0.9417808055877686,1.0,0.4615384638309479,0.900990099009901,0.5094836950302124,0.9162358045578003,1.0,0.5094836950302124,0.9801980198019802
10,0.09972609476841367,0.41987067461013794,5.423070615506731e-05,93479.2734375,5.423070615506731e-05,5.801361386138614e-10,1.9287498933537385e-22,1.3729957117902813e-06,0.03465597704052925,0.0,0.0,0.0,0.0,0.0,1.1963803475473402,0.677028477191925,1.194135069847107,0.0721621885895729,0.07216215347213667,0.18387776613235474,0.9856733679771423,0.0,0.0,0.0,0.34088513255119324,0.9598145484924316,1.0,0.34088513255119324,0.7326732673267327,0.4109589159488678,0.9487179517745972,1.0,0.4109589159488678,0.8712871287128713,0.4646996855735779,0.9410430788993835,1.0,0.4646996855735779,0.9108910891089109,0.5131717324256897,0.9178645014762878,1.0,0.5131717324256897,0.9702970297029703
