epoch,lr,train_loss_step_mean,loss_reg,loss_kl_raw,loss_kl,kl_weight,lambda_u,delta_par_sq_mean,delta_perp_sq_mean,alpha_mean,wBw_mean,var_logits_mean,var_logits_max,correction_abs_mean,val_loss,val_acc,val_nlpd,val_ece,val_aece,val_raw_cov_99,val_sel_acc_99,val_reliable_99,val_cov_99,val_class_cov_99,val_raw_cov_95,val_sel_acc_95,val_reliable_95,val_cov_95,val_class_cov_95,val_raw_cov_90,val_sel_acc_90,val_reliable_90,val_cov_90,val_class_cov_90,val_raw_cov_85,val_sel_acc_85,val_reliable_85,val_cov_85,val_class_cov_85,val_raw_cov_80,val_sel_acc_80,val_reliable_80,val_cov_80,val_class_cov_80
1,0.09999725846827562,1.2852306365966797,0.0,51712.0078125,0.0,0.0,1.9287498933537385e-22,0.0,0.0,1.6308611631393433,0.012216645292937756,3.842774487483354e-20,6.082941468107769e-20,0.0,1.3212984691053096,0.6491042971611023,1.319135069847107,0.10172967612743378,0.10088628841401151,0.19546891748905182,0.9838274717330933,0.0,0.0,0.0,0.33561643958091736,0.952904224395752,1.0,0.33561643958091736,0.7821782178217822,0.4172813594341278,0.933080792427063,1.0,0.4172813594341278,0.8811881188118812,0.475237101316452,0.9013303518295288,1.0,0.475237101316452,0.9405940594059405,0.5158061385154724,0.8743615746498108,1.0,0.5158061385154724,0.9603960396039604
2,0.09998903417374229,1.2210160493850708,3.337696398375556e-06,51779.6875,3.337696398375556e-06,6.445957095709571e-11,1.9287498933537385e-22,3.4518710806397124e-11,6.701007805531844e-05,1.6308611631393433,0.012216177769005299,3.842627145936743e-20,6.075763091354457e-20,0.0,1.2887023004013318,0.654373049736023,1.2864702939987183,0.09633588045835495,0.09634677725044268,0.19704952836036682,0.9866310358047485,0.0,0.0,0.0,0.3429926335811615,0.9585253596305847,1.0,0.3429926335811615,0.7920792079207921,0.4209694266319275,0.936170220375061,1.0,0.4209694266319275,0.8811881188118812,0.47312960028648376,0.9097995758056641,1.0,0.47312960028648376,0.9207920792079208,0.5173867344856262,0.8818737268447876,1.0,0.5173867344856262,0.9504950495049505
3,0.0999753280182866,1.0985918045043945,6.737584953953046e-06,52262.1015625,6.737584953953046e-06,1.2891914191419143e-10,1.9287498933537385e-22,2.3088229939016713e-10,0.0005446503637358546,1.6308611631393433,0.012216378003358841,3.8426901538349646e-20,6.072383283070354e-20,0.0,1.2471799103050514,0.6696522831916809,1.2450860738754272,0.08242306858301163,0.08258639170824539,0.19863013923168182,0.9893898963928223,0.0,0.0,0.0,0.3451001048088074,0.9633587598800659,1.0,0.3451001048088074,0.801980198019802,0.4209694266319275,0.9399248957633972,1.0,0.4209694266319275,0.8712871287128713,0.46996837854385376,0.9192824959754944,1.0,0.46996837854385376,0.9207920792079208,0.5205479264259338,0.8866396546363831,1.0,0.5205479264259338,0.9405940594059405
4,0.09995614150494293,0.9666725397109985,1.0378152182966005e-05,53667.5,1.0378152182966005e-05,1.9337871287128714e-10,1.9287498933537385e-22,3.2423066453901583e-09,0.0019361261511221528,1.6308611631393433,0.012216157279908657,3.842620683588207e-20,6.065545472084866e-20,0.0,1.2168527925730506,0.6780821681022644,1.2147058248519897,0.07661689817905426,0.07678023203657851,0.19652265310287476,0.9946380853652954,1.0,0.19652265310287476,0.5643564356435643,0.3498419523239136,0.9638554453849792,1.0,0.3498419523239136,0.7821782178217822,0.4257112741470337,0.9418317079544067,1.0,0.4257112741470337,0.8811881188118812,0.46996837854385376,0.9237667918205261,1.0,0.46996837854385376,0.9108910891089109,0.5247629284858704,0.891566276550293,1.0,0.5247629284858704,0.9603960396039604
5,0.0999314767377287,0.8252443075180054,1.4559293958882336e-05,56466.765625,1.4559293958882336e-05,2.5783828382838285e-10,1.9287498933537385e-22,2.1312221321068137e-08,0.004707657266408205,1.6308611631393433,0.012215803377330303,3.8425095311933954e-20,6.080370745860319e-20,0.0,1.1995535507342838,0.6828240156173706,1.1973847150802612,0.0734979584813118,0.07330719126413947,0.19863013923168182,0.9946949481964111,1.0,0.19863013923168182,0.5742574257425742,0.3577449917793274,0.9587628841400146,1.0,0.3577449917793274,0.7920792079207921,0.4272918999195099,0.9432799220085144,1.0,0.4272918999195099,0.8811881188118812,0.48103266954421997,0.9145673513412476,1.0,0.48103266954421997,0.9405940594059405,0.5210748314857483,0.8938321471214294,1.0,0.5210748314857483,0.9702970297029703
6,0.09990133642141359,0.6995354294776917,1.9647710360004567e-05,60961.34375,1.9647710360004567e-05,3.2229785478547854e-10,1.9287498933537385e-22,8.105673998670682e-08,0.00915767066180706,1.6308611631393433,0.012217968702316284,3.8431906627290445e-20,6.071635589344788e-20,0.0,1.1934970437663874,0.6886196136474609,1.1913596391677856,0.0687100887298584,0.06790566372167951,0.19704952836036682,0.9919785857200623,1.0,0.19704952836036682,0.5841584158415841,0.35511064529418945,0.9673590660095215,1.0,0.35511064529418945,0.7920792079207921,0.43572181463241577,0.9383313059806824,1.0,0.43572181463241577,0.8910891089108911,0.48472076654434204,0.914130449295044,1.0,0.48472076654434204,0.9603960396039604,0.5289778709411621,0.8914342522621155,1.0,0.5289778709411621,0.9702970297029703
7,0.0998657238612229,0.593427836894989,2.5998471755883656e-05,67221.6484375,2.5998471755883656e-05,3.867574257425743e-10,1.9287498933537385e-22,2.204202758093743e-07,0.015355848707258701,1.6308611631393433,0.012219232507050037,3.843588420281409e-20,6.066255684188926e-20,0.0,1.1957075364722844,0.6807165145874023,1.1935003995895386,0.07435834407806396,0.07435834583668363,0.19494204223155975,0.9918919205665588,1.0,0.19494204223155975,0.5742574257425742,0.3561643958091736,0.9689348936080933,1.0,0.3561643958091736,0.801980198019802,0.4320337176322937,0.9378048777580261,1.0,0.4320337176322937,0.8811881188118812,0.48946258425712585,0.9095801711082458,1.0,0.48946258425712585,0.9702970297029703,0.5347734689712524,0.8916256427764893,1.0,0.5347734689712524,0.9801980198019802
8,0.09982464296247523,0.5028765201568604,3.391637437744066e-05,75166.4375,3.391637437744066e-05,4.5121699669967e-10,1.9287498933537385e-22,4.858535476159886e-07,0.023221705108880997,1.6308611631393433,0.01221530418843031,3.842352496123981e-20,6.061306171445532e-20,0.0,1.2024967656622947,0.6822971701622009,1.2003840208053589,0.07559887319803238,0.07242032299868299,0.19283455610275269,0.9918032884597778,1.0,0.19283455610275269,0.5742574257425742,0.35353001952171326,0.9701937437057495,1.0,0.35353001952171326,0.8118811881188119,0.43150684237480164,0.9316239356994629,1.0,0.43150684237480164,0.9108910891089109,0.48735511302948,0.9102702736854553,1.0,0.48735511302948,0.9603960396039604,0.5316122174263,0.8899900913238525,1.0,0.5316122174263,0.9801980198019802
9,0.099778098230154,0.4369562864303589,4.3605559767456725e-05,84559.90625,4.3605559767456725e-05,5.156765676567657e-10,1.9287498933537385e-22,9.239947189598752e-07,0.03252171352505684,1.6308611631393433,0.012218751013278961,3.84343687820825e-20,6.069801574830393e-20,0.0,1.2095653989418038,0.6749209761619568,1.2074235677719116,0.08110983669757843,0.07887580439652482,0.19388830661773682,0.9945651888847351,1.0,0.19388830661773682,0.5742574257425742,0.3493150770664215,0.9638009071350098,1.0,0.3493150770664215,0.7920792079207921,0.4299262464046478,0.9264705777168274,1.0,0.4299262464046478,0.9108910891089109,0.48419389128685,0.9107725620269775,1.0,0.48419389128685,0.9504950495049505,0.527924120426178,0.8922155499458313,1.0,0.527924120426178,0.9801980198019802
10,0.09972609476841367,0.369121789932251,5.515889642992988e-05,95079.2265625,5.515889642992988e-05,5.801361386138614e-10,1.9287498933537385e-22,1.570640620229824e-06,0.04293622821569443,1.6308611631393433,0.012221023440361023,3.844151290838857e-20,6.08061631510467e-20,0.0,1.2171646739710495,0.6765015721321106,1.21506929397583,0.07657337933778763,0.07657337801097189,0.19230769574642181,0.9945205450057983,1.0,0.19230769574642181,0.5742574257425742,0.34035825729370117,0.9613003134727478,1.0,0.34035825729370117,0.801980198019802,0.43097996711730957,0.9278728365898132,1.0,0.43097996711730957,0.9207920792079208,0.4789251983165741,0.9097909927368164,1.0,0.4789251983165741,0.9504950495049505,0.5268703699111938,0.8920000195503235,1.0,0.5268703699111938,0.9702970297029703
